job_id,utt_id,variant,text,label,target_word,target_pron_clean,notes,output_wav_template
job0218,utt075,no_apostrophe,মই এলেহুৱা বুলি কলো,AgrYes_MixNo,এলেহুৱা,,,{system}/no_apostrophe/utt075.wav
job0219,utt075,target_only,এলেহুৱা,AgrYes_MixNo,এলেহুৱা,,,{system}/target_only/utt075.wav
job0220,utt076,orig,মই পলস বুলি ক'লো,AgrYes_MixNo,পলস,,,{system}/orig/utt076.wav
job0221,utt076,no_apostrophe,মই পলস বুলি কলো,AgrYes_MixNo,পলস,,,{system}/no_apostrophe/utt076.wav
job0222,utt076,target_only,পলস,AgrYes_MixNo,পলস,,,{system}/target_only/utt076.wav
job0223,utt077,orig,মই পলসুৱা বুলি ক'লো,AgrYes_MixYes,পলসুৱা,,,{system}/orig/utt077.wav
job0224,utt077,no_apostrophe,মই পলসুৱা বুলি কলো,AgrYes_MixYes,পলসুৱা,,,{system}/no_apostrophe/utt077.wav
job0225,utt077,target_only,পলসুৱা,AgrYes_MixYes,পলসুৱা,,,{system}/target_only/utt077.wav
job0226,utt078,orig,মই পলৰীয়া বুলি ক'লো,AgrYes_MixYes,পলৰীয়া,,,{system}/orig/utt078.wav
job0227,utt078,no_apostrophe,মই পলৰীয়া বুলি কলো,AgrYes_MixYes,পলৰীয়া,,,{system}/no_apostrophe/utt078.wav
job0228,utt078,target_only,পলৰীয়া,AgrYes_MixYes,পলৰীয়া,,,{system}/target_only/utt078.wav
job0229,utt079,orig,মই ধেমালি বুলি ক'লো,AgrNo_MixYes,ধেমালি,,,{system}/orig/utt079.wav
job0230,utt079,no_apostrophe,মই ধেমালি বুলি কলো,AgrNo_MixYes,ধেমালি,,,{system}/no_apostrophe/utt079.wav
job0231,utt079,target_only,ধেমালি,AgrNo_MixYes,ধেমালি,,,{system}/target_only/utt079.wav
job0232,utt080,orig,মই ভেকুলা বুলি কলো,AgrYes_MixYes,ভেকুলা,,,{system}/orig/utt080.wav
job0233,utt080,no_apostrophe,মই ভেকুলা বুলি কলো,AgrYes_MixYes,ভেকুলা,,,{system}/no_apostrophe/utt080.wav
job0234,utt080,target_only,ভেকুলা,AgrYes_MixYes,ভেকুলা,,,{system}/target_only/utt080.wav
job0235,utt081,orig,মই ভেকুলি বুলি কলো,AgrYes_MixNo,ভেকুলি,,,{system}/orig/utt081.wav
job0236,utt081,no_apostrophe,মই ভেকুলি বুলি কলো,AgrYes_MixNo,ভেকুলি,,,{system}/no_apostrophe/utt081.wav
job0237,utt081,target_only,ভেকুলি,AgrYes_MixNo,ভেকুলি,,,{system}/target_only/utt081.wav
job0238,utt082,orig,মই খৰচ বুলি কলো,AgrYes_MixNo,খৰচ,,,{system}/orig/utt082.wav
job0239,utt082,no_apostrophe,মই খৰচ বুলি কলো,AgrYes_MixNo,খৰচ,,,{system}/no_apostrophe/utt082.wav
job0240,utt082,target_only,খৰচ,AgrYes_MixNo,খৰচ,,,{system}/target_only/utt082.wav
job0241,utt083,orig,মই খোৰচি বুলি কলো,AgrYes_MixNo,খোৰচি,,,{system}/orig/utt083.wav
job0242,utt083,no_apostrophe,মই খোৰচি বুলি কলো,AgrYes_MixNo,খোৰচি,,,{system}/no_apostrophe/utt083.wav
job0243,utt083,target_only,খোৰচি,AgrYes_MixNo,খোৰচি,,,{system}/target_only/utt083.wav
job0244,utt084,orig,মই মেৰ বুলি কলো,AgrYes_MixNo,মেৰ,,,{system}/orig/utt084.wav
job0245,utt084,no_apostrophe,মই মেৰ বুলি কলো,AgrYes_MixNo,মেৰ,,,{system}/no_apostrophe/utt084.wav
job0246,utt084,target_only,মেৰ,AgrYes_MixNo,মেৰ,,,{system}/target_only/utt084.wav
job0247,utt085,orig,মই মেৰুৱা বুলি কলো,AgrYes_MixNo,মেৰুৱা,,,{system}/orig/utt085.wav
job0248,utt085,no_apostrophe,মই মেৰুৱা বুলি কলো,AgrYes_MixNo,মেৰুৱা,,,{system}/no_apostrophe/utt085.wav
job0249,utt085,target_only,মেৰুৱা,AgrYes_MixNo,মেৰুৱা,,,{system}/target_only/utt085.wav
job0250,utt086,orig,মই গুবৰ বুলি কলো,AgrYes_MixYes,গুবৰ,,,{system}/orig/utt086.wav
job0251,utt086,no_apostrophe,মই গুবৰ বুলি কলো,AgrYes_MixYes,গুবৰ,,,{system}/no_apostrophe/utt086.wav
job0252,utt086,target_only,গুবৰ,AgrYes_MixYes,গুবৰ,,,{system}/target_only/utt086.wav
job0253,utt087,orig,মই গুবোৰুৱা বুলি কলো,AgrYes_MixNo,গুবোৰুৱা,,,{system}/orig/utt087.wav
job0254,utt087,no_apostrophe,মই গুবোৰুৱা বুলি কলো,AgrYes_MixNo,গুবোৰুৱা,,,{system}/no_apostrophe/utt087.wav
job0255,utt087,target_only,গুবোৰুৱা,AgrYes_MixNo,গুবোৰুৱা,,,{system}/target_only/utt087.wav
job0256,utt088,orig,মই বস বুলি কলো,AgrYes_MixNo,বস,,,{system}/orig/utt088.wav
job0257,utt088,no_apostrophe,মই বস বুলি কলো,AgrYes_MixNo,বস,,,{system}/no_apostrophe/utt088.wav
job0258,utt088,target_only,বস,AgrYes_MixNo,বস,,,{system}/target_only/utt088.wav
job0259,utt089,orig,মই বোসোতি বুলি কলো,AgrYes_MixNo,বোসোতি,,,{system}/orig/utt089.wav
job0260,utt089,no_apostrophe,মই বোসোতি বুলি কলো,AgrYes_MixNo,বোসোতি,,,{system}/no_apostrophe/utt089.wav
job0261,utt089,target_only,বোসোতি,AgrYes_MixNo,বোসোতি,,,{system}/target_only/utt089.wav
job0262,utt090,orig,মই পাগল বুলি কলো,AgrYes_MixNo,পাগল,,,{system}/orig/utt090.wav
job0263,utt090,no_apostrophe,মই পাগল বুলি কলো,AgrYes_MixNo,পাগল,,,{system}/no_apostrophe/utt090.wav
job0264,utt090,target_only,পাগল,AgrYes_MixNo,পাগল,,,{system}/target_only/utt090.wav
job0265,utt091,orig,মই পাগলি বুলি কলো,AgrYes_MixNo,পাগলি,,,{system}/orig/utt091.wav
job0266,utt091,no_apostrophe,মই পাগলি বুলি কলো,AgrYes_MixNo,পাগলি,,,{system}/no_apostrophe/utt091.wav
job0267,utt091,target_only,পাগলি,AgrYes_MixNo,পাগলি,,,{system}/target_only/utt091.wav
job0268,utt092,orig,মই গুল বুলি কলো,AgrYes_MixYes,গুল,,,{system}/orig/utt092.wav
job0269,utt092,no_apostrophe,মই গুল বুলি কলো,AgrYes_MixYes,গুল,,,{system}/no_apostrophe/utt092.wav
job0270,utt092,target_only,গুল,AgrYes_MixYes,গুল,,,{system}/target_only/utt092.wav
job0271,utt093,orig,মই গুলি বুলি কলো,AgrYes_MixNo,গুলি,,,{system}/orig/utt093.wav
job0272,utt093,no_apostrophe,মই গুলি বুলি কলো,AgrYes_MixNo,গুলি,,,{system}/no_apostrophe/utt093.wav
job0273,utt093,target_only,গুলি,AgrYes_MixNo,গুলি,,,{system}/target_only/utt093.wav
job0274,utt094,orig,মই মৰ বুলি কলো,AgrYes_MixNo,মৰ,,,{system}/orig/utt094.wav
job0275,utt094,no_apostrophe,মই মৰ বুলি কলো,AgrYes_MixNo,মৰ,,,{system}/no_apostrophe/utt094.wav
job0276,utt094,target_only,মৰ,AgrYes_MixNo,মৰ,,,{system}/target_only/utt094.wav
job0277,utt095,orig,মই মোৰোতি বুলি কলো,AgrYes_MixNo,মোৰোতি,,,{system}/orig/utt095.wav
job0278,utt095,no_apostrophe,মই মোৰোতি বুলি কলো,AgrYes_MixNo,মোৰোতি,,,{system}/no_apostrophe/utt095.wav
job0279,utt095,target_only,মোৰোতি,AgrYes_MixNo,মোৰোতি,,,{system}/target_only/utt095.wav
job0280,utt096,orig,মই সেহ বুলি কলো,AgrYes_MixNo,সেহ,,,{system}/orig/utt096.wav
job0281,utt096,no_apostrophe,মই সেহ বুলি কলো,AgrYes_MixNo,সেহ,,,{system}/no_apostrophe/utt096.wav
job0282,utt096,target_only,সেহ,AgrYes_MixNo,সেহ,,,{system}/target_only/utt096.wav
job0283,utt097,orig,মই সেহতিয়া বুলি কলো,AgrYes_MixNo,সেহতিয়া,,,{system}/orig/utt097.wav
job0284,utt097,no_apostrophe,মই সেহতিয়া বুলি কলো,AgrYes_MixNo,সেহতিয়া,,,{system}/no_apostrophe/utt097.wav
job0285,utt097,target_only,সেহতিয়া,AgrYes_MixNo,সেহতিয়া,,,{system}/target_only/utt097.wav
job0286,utt098,orig,মই লেখ বুলি কলো,AgrYes_MixYes,লেখ,,,{system}/orig/utt098.wav
job0287,utt098,no_apostrophe,মই লেখ বুলি কলো,AgrYes_MixYes,লেখ,,,{system}/no_apostrophe/utt098.wav
job0288,utt098,target_only,লেখ,AgrYes_MixYes,লেখ,,,{system}/target_only/utt098.wav
job0289,utt099,orig,মই লেখিকা বুলি কলো,AgrYes_MixNo,লেখিকা,,,{system}/orig/utt099.wav
job0290,utt099,no_apostrophe,মই লেখিকা বুলি কলো,AgrYes_MixNo,লেখিকা,,,{system}/no_apostrophe/utt099.wav
job0291,utt099,target_only,লেখিকা,AgrYes_MixNo,লেখিকা,,,{system}/target_only/utt099.wav
job0292,utt100,orig,মই ধুল বুলি কলো,AgrYes_MixYes,ধুল,,,{system}/orig/utt100.wav
job0293,utt100,no_apostrophe,মই ধুল বুলি কলো,AgrYes_MixYes,ধুল,,,{system}/no_apostrophe/utt100.wav
job0294,utt100,target_only,ধুল,AgrYes_MixYes,ধুল,,,{system}/target_only/utt100.wav
job0295,utt101,orig,মই ধুলিয়া বুলি কলো,AgrYes_MixNo,ধুলিয়া,,,{system}/orig/utt101.wav
job0296,utt101,no_apostrophe,মই ধুলিয়া বুলি কলো,AgrYes_MixNo,ধুলিয়া,,,{system}/no_apostrophe/utt101.wav
job0297,utt101,target_only,ধুলিয়া,AgrYes_MixNo,ধুলিয়া,,,{system}/target_only/utt101.wav
job0298,utt102,orig,মই পেট বুলি কলো,AgrYes_MixYes,পেট,,,{system}/orig/utt102.wav
job0299,utt102,no_apostrophe,মই পেট বুলি কলো,AgrYes_MixYes,পেট,,,{system}/no_apostrophe/utt102.wav
job0300,utt102,target_only,পেট,AgrYes_MixYes,পেট,,,{system}/target_only/utt102.wav
job0301,utt103,orig,মই পেটু বুলি কলো,AgrYes_MixNo,পেটু,,,{system}/orig/utt103.wav
job0302,utt103,no_apostrophe,মই পেটু বুলি কলো,AgrYes_MixNo,পেটু,,,{system}/no_apostrophe/utt103.wav
job0303,utt103,target_only,পেটু,AgrYes_MixNo,পেটু,,,{system}/target_only/utt103.wav
job0304,utt104,orig,মই ৰঙ বুলি কলো,AgrYes_MixNo,ৰঙ,,,{system}/orig/utt104.wav
job0305,utt104,no_apostrophe,মই ৰঙ বুলি কলো,AgrYes_MixNo,ৰঙ,,,{system}/no_apostrophe/utt104.wav
job0306,utt104,target_only,ৰঙ,AgrYes_MixNo,ৰঙ,,,{system}/target_only/utt104.wav
job0307,utt105,orig,মই ৰঙসুৱা বুলি কলো,AgrYes_MixNo,ৰঙসুৱা,,,{system}/orig/utt105.wav
job0308,utt105,no_apostrophe,মই ৰঙসুৱা বুলি কলো,AgrYes_MixNo,ৰঙসুৱা,,,{system}/no_apostrophe/utt105.wav
job0309,utt105,target_only,ৰঙসুৱা,AgrYes_MixNo,ৰঙসুৱা,,,{system}/target_only/utt105.wav
job0310,utt106,orig,মই কৰ বুলি কলো,AgrYes_MixYes,কৰ,,,{system}/orig/utt106.wav
job0311,utt106,no_apostrophe,মই কৰ বুলি কলো,AgrYes_MixYes,কৰ,,,{system}/no_apostrophe/utt106.wav
job0312,utt106,target_only,কৰ,AgrYes_MixYes,কৰ,,,{system}/target_only/utt106.wav
job0313,utt107,orig,মই কৰি বুলি কলো,AgrYes_MixNo,কৰি,,,{system}/orig/utt107.wav
job0314,utt107,no_apostrophe,মই কৰি বুলি কলো,AgrYes_MixNo,কৰি,,,{system}/no_apostrophe/utt107.wav
job0315,utt107,target_only,কৰি,AgrYes_MixNo,কৰি,,,{system}/target_only/utt107.wav
job0316,utt108,orig,মই বছৰ বুলি কলো,AgrYes_MixNo,বছৰ,,,{system}/orig/utt108.wav
job0317,utt108,no_apostrophe,মই বছৰ বুলি কলো,AgrYes_MixNo,বছৰ,,,{system}/no_apostrophe/utt108.wav
job0318,utt108,target_only,বছৰ,AgrYes_MixNo,বছৰ,,,{system}/target_only/utt108.wav
job0319,utt109,orig,মই বছৰি বুলি কলো,AgrYes_MixNo,বছৰি,,,{system}/orig/utt109.wav
job0320,utt109,no_apostrophe,মই বছৰি বুলি কলো,AgrYes_MixNo,বছৰি,,,{system}/no_apostrophe/utt109.wav
job0321,utt109,target_only,বছৰি,AgrYes_MixNo,বছৰি,,,{system}/target_only/utt109.wav
job0322,utt110,orig,মই ভকত বুলি কলো,AgrYes_MixNo,ভকত,,,{system}/orig/utt110.wav
job0323,utt110,no_apostrophe,মই ভকত বুলি কলো,AgrYes_MixNo,ভকত,,,{system}/no_apostrophe/utt110.wav
job0324,utt110,target_only,ভকত,AgrYes_MixNo,ভকত,,,{system}/target_only/utt110.wav
job0325,utt111,orig,মই ভোকতি বুলি কলো,AgrYes_MixNo,ভোকতি,,,{system}/orig/utt111.wav
job0326,utt111,no_apostrophe,মই ভোকতি বুলি কলো,AgrYes_MixNo,ভোকতি,,,{system}/no_apostrophe/utt111.wav
job0327,utt111,target_only,ভোকতি,AgrYes_MixNo,ভোকতি,,,{system}/target_only/utt111.wav
job0328,utt112,orig,মই ফেদেলা বুলি কলো,AgrYes_MixNo,ফেদেলা,,,{system}/orig/utt112.wav
job0329,utt112,no_apostrophe,মই ফেদেলা বুলি কলো,AgrYes_MixNo,ফেদেলা,,,{system}/no_apostrophe/utt112.wav
job0330,utt112,target_only,ফেদেলা,AgrYes_MixNo,ফেদেলা,,,{system}/target_only/utt112.wav
job0331,utt113,orig,মই ফেদেলি বুলি কলো,AgrYes_MixNo,ফেদেলি,,,{system}/orig/utt113.wav
job0332,utt113,no_apostrophe,মই ফেদেলি বুলি কলো,AgrYes_MixNo,ফেদেলি,,,{system}/no_apostrophe/utt113.wav
job0333,utt113,target_only,ফেদেলি,AgrYes_MixNo,ফেদেলি,,,{system}/target_only/utt113.wav
job0334,utt114,orig,মই গেৰেলা বুলি কলো,AgrYes_MixNo,গেৰেলা,,,{system}/orig/utt114.wav
job0335,utt114,no_apostrophe,মই গেৰেলা বুলি কলো,AgrYes_MixNo,গেৰেলা,,,{system}/no_apostrophe/utt114.wav
job0336,utt114,target_only,গেৰেলা,AgrYes_MixNo,গেৰেলা,,,{system}/target_only/utt114.wav
job0337,utt115,orig,মই গেৰেলি বুলি কলো,AgrYes_MixNo,গেৰেলি,,,{system}/orig/utt115.wav
job0338,utt115,no_apostrophe,মই গেৰেলি বুলি কলো,AgrYes_MixNo,গেৰেলি,,,{system}/no_apostrophe/utt115.wav
job0339,utt115,target_only,গেৰেলি,AgrYes_MixNo,গেৰেলি,,,{system}/target_only/utt115.wav
job0340,utt116,orig,মই থুপুকা বুলি কলো,AgrYes_MixNo,থুপুকা,,,{system}/orig/utt116.wav
job0341,utt116,no_apostrophe,মই থুপুকা বুলি কলো,AgrYes_MixNo,থুপুকা,,,{system}/no_apostrophe/utt116.wav
job0342,utt116,target_only,থুপুকা,AgrYes_MixNo,থুপুকা,,,{system}/target_only/utt116.wav
job0343,utt117,orig,মই থুপুকি বুলি কলো,AgrYes_MixNo,থুপুকি,,,{system}/orig/utt117.wav
job0344,utt117,no_apostrophe,মই থুপুকি বুলি কলো,AgrYes_MixNo,থুপুকি,,,{system}/no_apostrophe/utt117.wav
job0345,utt117,target_only,থুপুকি,AgrYes_MixNo,থুপুকি,,,{system}/target_only/utt117.wav
job0346,utt118,orig,মই বুটলা বুলি কলো,AgrYes_MixNo,বুটলা,,,{system}/orig/utt118.wav
job0347,utt118,no_apostrophe,মই বুটলা বুলি কলো,AgrYes_MixNo,বুটলা,,,{system}/no_apostrophe/utt118.wav
job0348,utt118,target_only,বুটলা,AgrYes_MixNo,বুটলা,,,{system}/target_only/utt118.wav
job0349,utt119,orig,মই বুটোলি বুলি কলো,AgrYes_MixNo,বুটোলি,,,{system}/orig/utt119.wav
job0350,utt119,no_apostrophe,মই বুটোলি বুলি কলো,AgrYes_MixNo,বুটোলি,,,{system}/no_apostrophe/utt119.wav
job0351,utt119,target_only,বুটোলি,AgrYes_MixNo,বুটোলি,,,{system}/target_only/utt119.wav
job0352,utt120,orig,মই উটলা বুলি কলো,AgrYes_MixNo,উটলা,,,{system}/orig/utt120.wav
job0353,utt120,no_apostrophe,মই উটলা বুলি কলো,AgrYes_MixNo,উটলা,,,{system}/no_apostrophe/utt120.wav
job0354,utt120,target_only,উটলা,AgrYes_MixNo,উটলা,,,{system}/target_only/utt120.wav
job0355,utt121,orig,মই উটোলি বুলি কলো,AgrYes_MixYes,উটোলি,,,{system}/orig/utt121.wav
job0356,utt121,no_apostrophe,মই উটোলি বুলি কলো,AgrYes_MixYes,উটোলি,,,{system}/no_apostrophe/utt121.wav
job0357,utt121,target_only,উটোলি,AgrYes_MixYes,উটোলি,,,{system}/target_only/utt121.wav
job0358,utt122,orig,মই পিছল বুলি কলো,AgrYes_MixNo,পিছল,,,{system}/orig/utt122.wav
job0359,utt122,no_apostrophe,মই পিছল বুলি কলো,AgrYes_MixNo,পিছল,,,{system}/no_apostrophe/utt122.wav
job0360,utt122,target_only,পিছল,AgrYes_MixNo,পিছল,,,{system}/target_only/utt122.wav
job0361,utt123,orig,মই পিছলি বুলি কলো,AgrYes_MixNo,পিছলি,,,{system}/orig/utt123.wav
job0362,utt123,no_apostrophe,মই পিছলি বুলি কলো,AgrYes_MixNo,পিছলি,,,{system}/no_apostrophe/utt123.wav
job0363,utt123,target_only,পিছলি,AgrYes_MixNo,পিছলি,,,{system}/target_only/utt123.wav
job0364,utt124,orig,মই ভুত বুলি কলো,AgrYes_MixNo,ভুত,,,{system}/orig/utt124.wav
job0365,utt124,no_apostrophe,মই ভুত বুলি কলো,AgrYes_MixNo,ভুত,,,{system}/no_apostrophe/utt124.wav
job0366,utt124,target_only,ভুত,AgrYes_MixNo,ভুত,,,{system}/target_only/utt124.wav
job0367,utt125,orig,মই ভুতে বুলি কলো,AgrYes_MixNo,ভুতে,,,{system}/orig/utt125.wav
job0368,utt125,no_apostrophe,মই ভুতে বুলি কলো,AgrYes_MixNo,ভুতে,,,{system}/no_apostrophe/utt125.wav
job0369,utt125,target_only,ভুতে,AgrYes_MixNo,ভুতে,,,{system}/target_only/utt125.wav
job0370,utt126,orig,মই বেলেগ বুলি কলো,AgrYes_MixNo,বেলেগ,,,{system}/orig/utt126.wav
job0371,utt126,no_apostrophe,মই বেলেগ বুলি কলো,AgrYes_MixNo,বেলেগ,,,{system}/no_apostrophe/utt126.wav
job0372,utt126,target_only,বেলেগ,AgrYes_MixNo,বেলেগ,,,{system}/target_only/utt126.wav
job0373,utt127,orig,মই বেলেগে বুলি কলো,AgrYes_MixNo,বেলেগে,,,{system}/orig/utt127.wav
job0374,utt127,no_apostrophe,মই বেলেগে বুলি কলো,AgrYes_MixNo,বেলেগে,,,{system}/no_apostrophe/utt127.wav
job0375,utt127,target_only,বেলেগে,AgrYes_MixNo,বেলেগে,,,{system}/target_only/utt127.wav
job0376,utt128,orig,মই পছেক বুলি কলো,AgrYes_MixNo,পছেক,,,{system}/orig/utt128.wav
job0377,utt128,no_apostrophe,মই পছেক বুলি কলো,AgrYes_MixNo,পছেক,,,{system}/no_apostrophe/utt128.wav
job0378,utt128,target_only,পছেক,AgrYes_MixNo,পছেক,,,{system}/target_only/utt128.wav
job0379,utt129,orig,মই পছেকত বুলি কলো,AgrYes_MixNo,পছেকত,,,{system}/orig/utt129.wav
job0380,utt129,no_apostrophe,মই পছেকত বুলি কলো,AgrYes_MixNo,পছেকত,,,{system}/no_apostrophe/utt129.wav
job0381,utt129,target_only,পছেকত,AgrYes_MixNo,পছেকত,,,{system}/target_only/utt129.wav
job0382,utt130,orig,মই ফুৰ বুলি কলো,AgrYes_MixNo,ফুৰ,,,{system}/orig/utt130.wav
job0383,utt130,no_apostrophe,মই ফুৰ বুলি কলো,AgrYes_MixNo,ফুৰ,,,{system}/no_apostrophe/utt130.wav
job0384,utt130,target_only,ফুৰ,AgrYes_MixNo,ফুৰ,,,{system}/target_only/utt130.wav
job0385,utt131,orig,মই ফুরু বুলি কলো,AgrYes_MixNo,ফুরু,,,{system}/orig/utt131.wav
job0386,utt131,no_apostrophe,মই ফুরু বুলি কলো,AgrYes_MixNo,ফুরু,,,{system}/no_apostrophe/utt131.wav
job0387,utt131,target_only,ফুরু,AgrYes_MixNo,ফুরু,,,{system}/target_only/utt131.wav
job0388,utt132,orig,মই কিন বুলি কলো,AgrYes_MixNo,কিন,,,{system}/orig/utt132.wav
job0389,utt132,no_apostrophe,মই কিন বুলি কলো,AgrYes_MixNo,কিন,,,{system}/no_apostrophe/utt132.wav
job0390,utt132,target_only,কিন,AgrYes_MixNo,কিন,,,{system}/target_only/utt132.wav
job0391,utt133,orig,মই কিনে বুলি কলো,AgrYes_MixNo,কিনে,,,{system}/orig/utt133.wav
job0392,utt133,no_apostrophe,মই কিনে বুলি কলো,AgrYes_MixNo,কিনে,,,{system}/no_apostrophe/utt133.wav
job0393,utt133,target_only,কিনে,AgrYes_MixNo,কিনে,,,{system}/target_only/utt133.wav
job0394,utt134,orig,মই বুজ বুলি কলো,AgrYes_MixNo,বুজ,,,{system}/orig/utt134.wav
job0395,utt134,no_apostrophe,মই বুজ বুলি কলো,AgrYes_MixNo,বুজ,,,{system}/no_apostrophe/utt134.wav
job0396,utt134,target_only,বুজ,AgrYes_MixNo,বুজ,,,{system}/target_only/utt134.wav
job0397,utt135,orig,মই বুজো বুলি কলো,AgrYes_MixNo,বুজো,,,{system}/orig/utt135.wav
job0398,utt135,no_apostrophe,মই বুজো বুলি কলো,AgrYes_MixNo,বুজো,,,{system}/no_apostrophe/utt135.wav
job0399,utt135,target_only,বুজো,AgrYes_MixNo,বুজো,,,{system}/target_only/utt135.wav
job0400,utt136,orig,মই আবতৰ বুলি কলো,AgrYes_MixNo,আবতৰ,,,{system}/orig/utt136.wav
job0401,utt136,no_apostrophe,মই আবতৰ বুলি কলো,AgrYes_MixNo,আবতৰ,,,{system}/no_apostrophe/utt136.wav
job0402,utt136,target_only,আবতৰ,AgrYes_MixNo,আবতৰ,,,{system}/target_only/utt136.wav
job0403,utt0137,orig,মই আবতোৰিয়া বুলি কলো,AgrYes_MixYes,আবতোৰিয়া,,,{system}/orig/utt0137.wav
job0404,utt0137,no_apostrophe,মই আবতোৰিয়া বুলি কলো,AgrYes_MixYes,আবতোৰিয়া,,,{system}/no_apostrophe/utt0137.wav
job0405,utt0137,target_only,আবতোৰিয়া,AgrYes_MixYes,আবতোৰিয়া,,,{system}/target_only/utt0137.wav
job0406,utt138,orig,মই কপাহ বুলি কলো,AgrYes_MixYes,কপাহ,,,{system}/orig/utt138.wav
job0407,utt138,no_apostrophe,মই কপাহ বুলি কলো,AgrYes_MixYes,কপাহ,,,{system}/no_apostrophe/utt138.wav
job0408,utt138,target_only,কপাহ,AgrYes_MixYes,কপাহ,,,{system}/target_only/utt138.wav
job0409,utt139,orig,মই কপাহী বুলি কলো,AgrYes_MixYes,কপাহী,,,{system}/orig/utt139.wav
job0410,utt139,no_apostrophe,মই কপাহী বুলি কলো,AgrYes_MixYes,কপাহী,,,{system}/no_apostrophe/utt139.wav
job0411,utt139,target_only,কপাহী,AgrYes_MixYes,কপাহী,,,{system}/target_only/utt139.wav
job0412,utt140,orig,মই বেপাৰ বুলি কলো,AgrYes_MixYes,বেপাৰ,,,{system}/orig/utt140.wav
job0413,utt140,no_apostrophe,মই বেপাৰ বুলি কলো,AgrYes_MixYes,বেপাৰ,,,{system}/no_apostrophe/utt140.wav
job0414,utt140,target_only,বেপাৰ,AgrYes_MixYes,বেপাৰ,,,{system}/target_only/utt140.wav
job0415,utt141,orig,মই বেপাৰি বুলি কলো,AgrYes_MixYes,বেপাৰি,,,{system}/orig/utt141.wav
job0416,utt141,no_apostrophe,মই বেপাৰি বুলি কলো,AgrYes_MixYes,বেপাৰি,,,{system}/no_apostrophe/utt141.wav
job0417,utt141,target_only,বেপাৰি,AgrYes_MixYes,বেপাৰি,,,{system}/target_only/utt141.wav
job0418,utt142,orig,মই উগাৰ বুলি কলো,AgrYes_MixYes,উগাৰ,,,{system}/orig/utt142.wav
job0419,utt142,no_apostrophe,মই উগাৰ বুলি কলো,AgrYes_MixYes,উগাৰ,,,{system}/no_apostrophe/utt142.wav
job0420,utt142,target_only,উগাৰ,AgrYes_MixYes,উগাৰ,,,{system}/target_only/utt142.wav
job0421,utt143,orig,মই উগাৰি বুলি কলো,AgrYes_MixYes,উগাৰি,,,{system}/orig/utt143.wav
job0422,utt143,no_apostrophe,মই উগাৰি বুলি কলো,AgrYes_MixYes,উগাৰি,,,{system}/no_apostrophe/utt143.wav
job0423,utt143,target_only,উগাৰি,AgrYes_MixYes,উগাৰি,,,{system}/target_only/utt143.wav
job0424,utt144,orig,মই লেখাৰু বুলি কলো,AgrYes_MixYes,লেখাৰু,,,{system}/orig/utt144.wav
job0425,utt144,no_apostrophe,মই লেখাৰু বুলি কলো,AgrYes_MixYes,লেখাৰু,,,{system}/no_apostrophe/utt144.wav
job0426,utt144,target_only,লেখাৰু,AgrYes_MixYes,লেখাৰু,,,{system}/target_only/utt144.wav
job0427,utt145,orig,মই গজ বুলি কলো,AgrNo_MixYes,গজ,,,{system}/orig/utt145.wav
job0428,utt145,no_apostrophe,মই গজ বুলি কলো,AgrNo_MixYes,গজ,,,{system}/no_apostrophe/utt145.wav
job0429,utt145,target_only,গজ,AgrNo_MixYes,গজ,,,{system}/target_only/utt145.wav
job0430,utt146,orig,মই গজালি বুলি কলো,AgrYes_MixNo,গজালি,,,{system}/orig/utt146.wav
job0431,utt146,no_apostrophe,মই গজালি বুলি কলো,AgrYes_MixNo,গজালি,,,{system}/no_apostrophe/utt146.wav
job0432,utt146,target_only,গজালি,AgrYes_MixNo,গজালি,,,{system}/target_only/utt146.wav
job0433,utt147,orig,মই জুন বুলি কলো,AgrYes_MixYes,জুন,,,{system}/orig/utt147.wav
job0434,utt147,no_apostrophe,মই জুন বুলি কলো,AgrYes_MixYes,জুন,,,{system}/no_apostrophe/utt147.wav
job0435,utt147,target_only,জুন,AgrYes_MixYes,জুন,,,{system}/target_only/utt147.wav
job0436,utt148,orig,মই জুনালি বুলি কলো,AgrYes_MixNo,জুনালি,,,{system}/orig/utt148.wav
job0437,utt148,no_apostrophe,মই জুনালি বুলি কলো,AgrYes_MixNo,জুনালি,,,{system}/no_apostrophe/utt148.wav
job0438,utt148,target_only,জুনালি,AgrYes_MixNo,জুনালি,,,{system}/target_only/utt148.wav
job0439,utt149,orig,মই ৰুপ বুলি কলো,AgrYes_MixYes,ৰুপ,,,{system}/orig/utt149.wav
job0440,utt149,no_apostrophe,মই ৰুপ বুলি কলো,AgrYes_MixYes,ৰুপ,,,{system}/no_apostrophe/utt149.wav
job0441,utt149,target_only,ৰুপ,AgrYes_MixYes,ৰুপ,,,{system}/target_only/utt149.wav
job0442,utt150,orig,মই ৰুপালি বুলি কলো,AgrYes_MixNo,ৰুপালি,,,{system}/orig/utt150.wav
job0443,utt150,no_apostrophe,মই ৰুপালি বুলি কলো,AgrYes_MixNo,ৰুপালি,,,{system}/no_apostrophe/utt150.wav
job0444,utt150,target_only,ৰুপালি,AgrYes_MixNo,ৰুপালি,,,{system}/target_only/utt150.wav
job0445,utt151,orig,মই সুন বুলি কলো,AgrYes_MixYes,সুন,,,{system}/orig/utt151.wav
